time,temp_europe_daily,humidity_europe_daily
2012-11-11,8.982818532818532,82.48069498069499
2012-11-18,7.018146718146718,87.30115830115831
2012-11-25,8.087837837837839,87.02509652509653
2012-12-02,5.568146718146719,85.85135135135135
2012-12-09,1.9297297297297296,82.78185328185329
2012-12-16,1.503861003861004,85.9903474903475
2012-12-23,2.777606177606178,88.90347490347492
2012-12-30,5.6640926640926645,82.93243243243244
2013-01-06,5.234942084942085,85.52509652509653
2013-01-13,2.356563706563706,86.92084942084942
2013-01-20,-0.3764478764478764,83.67760617760618
2013-01-27,-0.7631274131274133,82.80888030888032
2013-02-03,4.8623552123552125,83.64864864864865
2013-02-10,2.403474903474904,80.21814671814671
2013-02-17,2.277992277992278,81.67374517374517
2013-02-24,1.7594594594594597,79.6119691119691
2013-03-03,3.3550193050193053,79.62355212355213
2013-03-10,6.242277992277992,79.00386100386099
2013-03-17,1.4934362934362932,75.23359073359073
2013-03-24,3.2611969111969112,75.87837837837837
2013-03-31,3.1332046332046333,76.42471042471043
2013-04-07,5.217181467181468,75.85135135135135
2013-04-14,9.426447876447877,78.4826254826255
2013-04-21,12.411389961389961,68.45173745173744
2013-04-28,12.718725868725869,70.01737451737452
2013-05-05,13.539575289575291,70.0019305019305
2013-05-12,15.793436293436292,70.25675675675676
2013-05-19,14.608687258687258,70.82818532818533
2013-05-26,13.007528957528958,73.21814671814671
2013-06-02,14.262934362934363,74.64285714285714
2013-06-09,16.8988416988417,72.34555984555985
2013-06-16,18.731467181467185,67.49227799227799
2013-06-23,21.15830115830116,67.85135135135135
2013-06-30,17.943050193050194,66.88416988416988
2013-07-07,21.121428571428574,65.2065637065637
2013-07-14,21.36370656370656,64.24903474903475
2013-07-21,22.55888030888031,60.76061776061776
2013-07-28,23.877413127413124,60.78957528957529
2013-08-04,23.921235521235523,58.67760617760617
2013-08-11,22.852702702702704,60.45173745173746
2013-08-18,21.697297297297297,59.445945945945944
2013-08-25,21.185714285714287,62.160231660231666
2013-09-01,19.136679536679537,67.33011583011583
2013-09-08,19.342857142857145,64.66795366795367
2013-09-15,16.80830115830116,72.2065637065637
2013-09-22,15.848069498069497,71.00965250965251
2013-09-29,15.567374517374517,74.78185328185327
2013-10-06,13.050772200772201,75.64478764478766
2013-10-13,13.07065637065637,80.58108108108108
2013-10-20,12.771235521235521,82.53667953667954
2013-10-27,14.957722007722008,84.15444015444017
2013-11-03,11.981467181467181,79.22393822393823
2013-11-10,10.858108108108109,83.41891891891893
2013-11-17,7.452895752895754,83.58880308880309
2013-11-24,6.355405405405405,84.04633204633205
2013-12-01,4.002316602316602,80.83204633204635
2013-12-08,3.37007722007722,80.31081081081082
2013-12-15,3.3513513513513513,87.7972972972973
2013-12-22,4.569305019305019,82.66409266409266
2013-12-29,6.404247104247104,83.992277992278
2014-01-05,5.524903474903475,87.76640926640927
2014-01-12,6.634169884169884,86.41312741312741
2014-01-19,4.907722007722008,87.22200772200772
2014-01-26,0.7509652509652511,82.49613899613898
2014-02-02,0.7972972972972973,82.93050193050193
2014-02-09,4.017181467181468,82.97490347490348
2014-02-16,5.577220077220077,82.36679536679537
2014-02-23,6.696332046332047,81.92471042471043
2014-03-02,5.655984555984555,81.76833976833976
2014-03-09,6.9496138996139,77.59073359073359
2014-03-16,8.243822393822395,72.1119691119691
2014-03-23,10.49054054054054,73.07142857142857
2014-03-30,8.335521235521236,73.05405405405406
2014-04-06,11.280501930501929,73.62162162162163
2014-04-13,11.873552123552125,74.4015444015444
2014-04-20,11.23996138996139,67.97490347490347
2014-04-27,13.641891891891891,77.37451737451737
2014-05-04,12.567181467181468,72.08880308880309
2014-05-11,14.394787644787645,69.39382239382239
2014-05-18,13.843050193050193,67.65250965250965
2014-05-25,17.38069498069498,68.52316602316603
2014-06-01,15.615444015444016,72.53281853281854
2014-06-08,18.20849420849421,68.32239382239382
2014-06-15,20.475482625482623,66.56756756756756
2014-06-22,17.621814671814672,66.85328185328186
2014-06-29,18.326447876447876,67.34749034749034
2014-07-06,19.612548262548263,67.28957528957528
2014-07-13,19.92683397683398,72.31274131274131
2014-07-20,22.815250965250964,66.07915057915058
2014-07-27,22.697876447876446,66.95752895752896
2014-08-03,22.387258687258687,68.92277992277992
2014-08-10,22.08243243243243,67.92471042471043
2014-08-17,20.151737451737453,66.53667953667954
2014-08-24,18.269884169884172,65.3880308880309
2014-08-31,19.10965250965251,69.88223938223939
2014-09-07,19.611196911196913,68.56756756756756
2014-09-14,18.818146718146718,71.01737451737452
2014-09-21,18.662355212355212,72.88223938223938
2014-09-28,15.077027027027029,73.7123552123552
2014-10-05,15.796332046332045,77.26833976833977
2014-10-12,15.254054054054055,80.4092664092664
2014-10-19,15.41872586872587,82.82432432432434
2014-10-26,12.097297297297299,76.70270270270271
2014-11-02,10.543436293436296,82.29150579150578
2014-11-09,10.267181467181468,83.66795366795368
2014-11-16,10.048262548262548,86.92084942084942
2014-11-23,7.7347490347490355,87.1969111969112
2014-11-30,5.998069498069498,84.33783783783784
2014-12-07,3.4048262548262547,84.16023166023167
2014-12-14,4.492664092664093,86.05984555984557
2014-12-21,6.560424710424711,86.82625482625483
2014-12-28,4.67972972972973,81.78957528957528
2015-01-04,1.1397683397683398,79.5926640926641
2015-01-11,3.3162162162162163,82.8996138996139
2015-01-18,4.744787644787644,83.44787644787644
2015-01-25,2.3144787644787645,85.72393822393823
2015-02-01,3.358301158301159,83.31467181467181
2015-02-08,1.17007722007722,79.08880308880309
2015-02-15,3.195173745173745,83.27027027027027
2015-02-22,3.8222007722007723,76.88223938223938
2015-03-01,6.212741312741313,81.97683397683397
2015-03-08,6.13030888030888,74.47104247104247
2015-03-15,6.782818532818532,74.8899613899614
2015-03-22,6.778764478764479,72.94980694980696
2015-03-29,8.207335907335906,78.05791505791505
2015-04-05,8.222586872586872,71.16023166023166
2015-04-12,9.45135135135135,68.83976833976834
2015-04-19,11.534942084942086,67.84555984555985
2015-04-26,12.512355212355214,68.57915057915058
2015-05-03,12.224710424710425,72.75289575289575
2015-05-10,15.95019305019305,67.77413127413128
2015-05-17,15.553861003861003,64.25482625482626
2015-05-24,15.07934362934363,64.60810810810811
2015-05-31,15.743629343629342,64.55984555984556
2015-06-07,19.724517374517376,57.18146718146718
2015-06-14,19.55135135135135,59.73745173745174
2015-06-21,17.582818532818532,64.16602316602317
2015-06-28,19.403088803088803,63.849420849420845
2015-07-05,24.357335907335905,56.38996138996139
2015-07-12,22.418146718146716,56.23745173745174
2015-07-19,23.323745173745174,61.58301158301158
2015-07-26,23.325289575289577,59.009652509652504
2015-08-02,21.031660231660233,58.922779922779924
2015-08-09,25.35135135135135,51.66988416988416
2015-08-16,24.046911196911196,58.84749034749034
2015-08-23,20.731853281853283,60.658301158301164
2015-08-30,21.597104247104248,63.71428571428572
2015-09-06,19.746138996138995,66.41119691119691
2015-09-13,17.047490347490346,67.86679536679536
2015-09-20,17.7996138996139,72.51737451737452
2015-09-27,16.132239382239383,70.33976833976834
2015-10-04,13.947490347490348,70.5945945945946
2015-10-11,12.930501930501931,75.72200772200772
2015-10-18,10.012162162162161,80.17181467181467
2015-10-25,11.434169884169885,82.24517374517374
2015-11-01,10.442664092664092,83.37451737451738
2015-11-08,10.850386100386102,86.06949806949807
2015-11-15,11.802702702702703,81.86100386100387
2015-11-22,9.81042471042471,79.94594594594595
2015-11-29,4.871621621621622,82.80115830115831
2015-12-06,7.545559845559845,79.92857142857143
2015-12-13,6.53996138996139,87.11583011583012
2015-12-20,7.4899613899613895,86.71428571428571
2015-12-27,8.678571428571429,82.94787644787644
2016-01-03,3.6196911196911197,78.65444015444015
2016-01-10,3.0457528957528957,85.488416988417
2016-01-17,3.1164092664092666,83.70270270270271
2016-01-24,-0.8857142857142856,85.43629343629344
2016-01-31,6.327799227799227,85.36100386100387
2016-02-07,6.827606177606178,80.47876447876448
2016-02-14,6.303281853281853,83.23166023166024
2016-02-21,5.164478764478765,80.08687258687259
2016-02-28,5.43011583011583,78.88416988416988
2016-03-06,5.35945945945946,79.15830115830116
2016-03-13,5.533204633204633,77.20849420849422
2016-03-20,5.736872586872587,74.7123552123552
2016-03-27,7.497490347490348,77.15444015444015
2016-04-03,9.739189189189188,73.76833976833976
2016-04-10,11.366988416988416,73.37451737451738
2016-04-17,11.67007722007722,77.14092664092664
2016-04-24,10.607915057915056,70.62162162162163
2016-05-01,9.464478764478764,71.996138996139
2016-05-08,13.990154440154441,67.37837837837837
2016-05-15,15.014478764478765,72.76254826254826
2016-05-22,14.813127413127415,70.75482625482626
2016-05-29,16.985135135135135,72.96718146718148
2016-06-05,18.3507722007722,74.58687258687259
2016-06-12,18.605405405405406,66.17374517374517
2016-06-19,18.203474903474905,71.46911196911196
2016-06-26,22.24169884169884,67.55019305019304
2016-07-03,21.124517374517374,65.82432432432432
2016-07-10,21.177992277992278,63.82239382239383
2016-07-17,20.949613899613897,63.22007722007722
2016-07-24,23.114285714285717,59.47104247104247
2016-07-31,23.37084942084942,63.509652509652504
2016-08-07,22.01930501930502,63.762548262548265
2016-08-14,20.224710424710423,60.401544401544406
2016-08-21,21.184942084942087,64.16216216216216
2016-08-28,23.93976833976834,58.17760617760617
2016-09-04,21.717953667953672,62.424710424710426
2016-09-11,21.7972972972973,63.52509652509652
2016-09-18,20.416023166023166,64.12548262548263
2016-09-25,16.413127413127416,67.22586872586872
2016-10-02,16.7030888030888,69.46718146718146
2016-10-09,13.162934362934363,70.87644787644788
2016-10-16,10.775482625482624,78.76061776061775
2016-10-23,10.710038610038609,84.78571428571429
2016-10-30,11.279729729729729,83.12162162162163
2016-11-06,8.905019305019305,83.00386100386102
2016-11-13,5.425096525096525,84.24324324324324
2016-11-20,7.780115830115831,83.44980694980696
2016-11-27,7.402316602316602,86.52895752895753
2016-12-04,3.2158301158301157,81.47876447876448
2016-12-11,4.968339768339768,86.68725868725869
2016-12-18,3.4822393822393822,87.40926640926641
2016-12-25,3.8714285714285714,87.61583011583012
2017-01-01,2.473938223938224,81.77220077220078
2017-01-08,-0.6494208494208494,80.5057915057915
2017-01-15,0.6835907335907337,82.2895752895753
2017-01-22,-1.114092664092664,80.4015444015444
2017-01-29,0.6527027027027028,83.05405405405405
2017-02-05,4.4391891891891895,87.32046332046332
2017-02-12,1.034169884169884,79.60617760617761
2017-02-19,3.679150579150579,83.52895752895753
2017-02-26,7.27104247104247,78.3880308880309
2017-03-05,7.784555984555984,77.93436293436294
2017-03-12,7.98976833976834,77.28571428571429
2017-03-19,8.652702702702703,73.32625482625483
2017-03-26,8.872007722007721,74.72779922779922
2017-04-02,11.669691119691121,70.66602316602317
2017-04-09,11.02779922779923,70.61196911196912
2017-04-16,11.596332046332048,67.63127413127413
2017-04-23,8.475675675675676,62.544401544401545
2017-04-30,10.045173745173745,67.1930501930502
2017-05-07,13.146525096525096,72.34169884169884
2017-05-14,13.347297297297297,72.83590733590734
2017-05-21,17.103088803088802,65.67760617760618
2017-05-28,18.8996138996139,63.38996138996139
2017-06-04,19.591698841698843,64.24903474903475
2017-06-11,19.653281853281857,61.656370656370655
2017-06-18,21.149420849420853,60.63513513513514
2017-06-25,23.007142857142856,60.469111969111964
2017-07-02,20.136486486486486,68.9073359073359
2017-07-09,21.07837837837838,65.47104247104247
2017-07-16,21.185907335907334,65.35907335907336
2017-07-23,22.358108108108105,62.482625482625494
2017-07-30,21.31949806949807,66.98648648648648
2017-08-06,23.72142857142857,59.15830115830115
2017-08-13,21.093822393822393,62.4054054054054
2017-08-20,21.83262548262548,63.0965250965251
2017-08-27,20.74710424710425,65.6930501930502
2017-09-03,19.32934362934363,69.5926640926641
2017-09-10,18.02664092664093,70.1003861003861
2017-09-17,16.445752895752896,69.88416988416989
2017-09-24,15.106756756756758,73.27606177606177
2017-10-01,15.778957528957529,71.63513513513514
2017-10-08,14.098841698841698,73.61583011583012
2017-10-15,14.995945945945946,73.65444015444017
2017-10-22,14.668146718146717,80.20849420849422
2017-10-29,12.042857142857143,78.0907335907336
2017-11-05,9.855212355212355,79.64864864864865
2017-11-12,7.971042471042471,82.39189189189189
2017-11-19,7.056370656370656,81.74710424710426
2017-11-26,7.661776061776061,81.72007722007721
2017-12-03,3.60019305019305,84.71042471042472
2017-12-10,4.364864864864865,82.46911196911196
2017-12-17,4.715637065637066,84.53861003861003
2017-12-24,4.49015444015444,86.44787644787644
2017-12-31,5.884942084942085,84.87644787644788
2018-01-07,6.513513513513514,85.11389961389962
2018-01-14,3.1849420849420853,83.73745173745174
2018-01-21,3.75965250965251,82.15444015444017
2018-01-28,5.033976833976834,84.9942084942085
2018-02-04,5.013899613899613,82.35521235521234
2018-02-11,0.9646718146718146,78.14671814671816
2018-02-18,3.1125482625482626,81.01930501930504
2018-02-25,1.1281853281853282,69.49613899613901
2018-03-04,-1.9768339768339769,66.41505791505793
2018-03-11,6.565250965250966,82.65250965250966
2018-03-18,6.04054054054054,75.83204633204632
2018-03-25,3.2023166023166025,71.65444015444017
2018-04-01,6.948455598455598,77.8880308880309
2018-04-08,10.956756756756757,70.81467181467181
2018-04-15,13.05965250965251,76.98455598455598
2018-04-22,15.439961389961391,69.26833976833976
2018-04-29,14.740540540540541,67.26833976833977
2018-05-06,14.414285714285715,66.34942084942085
2018-05-13,17.111003861003862,65.72779922779922
2018-05-20,15.502123552123551,68.54826254826256
2018-05-27,19.017953667953666,67.53474903474903
2018-06-03,20.749806949806953,68.36293436293435
2018-06-10,19.73513513513513,68.86679536679537
2018-06-17,19.543822393822392,66.82239382239382
2018-06-24,20.122972972972974,62.83011583011584
2018-07-01,20.485135135135135,62.47876447876448
2018-07-08,21.97220077220077,60.33011583011582
2018-07-15,21.5972972972973,63.5965250965251
2018-07-22,22.408301158301157,63.50965250965252
2018-07-29,24.658494208494208,59.98648648648649
2018-08-05,25.53822393822394,57.25868725868726
2018-08-12,23.64131274131274,56.598455598455594
2018-08-19,22.350579150579154,63.922779922779924
2018-08-26,21.621814671814672,61.36100386100386
2018-09-02,20.34266409266409,62.64478764478765
2018-09-09,19.878185328185328,69.08108108108108
2018-09-16,19.335135135135136,67.4942084942085
2018-09-23,19.60135135135135,64.65637065637065
2018-09-30,14.406563706563706,62.1003861003861
2018-10-07,14.388803088803089,67.80115830115831
2018-10-14,15.70135135135135,72.0
2018-10-21,14.103861003861004,75.77220077220078
2018-10-28,10.964092664092664,74.94015444015443
2018-11-04,10.408108108108108,80.0
2018-11-11,10.665444015444015,84.54826254826256
2018-11-18,7.691891891891892,84.98069498069499
2018-11-25,4.58938223938224,87.20270270270271
2018-12-02,4.5351351351351346,82.2065637065637
2018-12-09,7.026061776061775,87.13513513513513
2018-12-16,2.854826254826255,85.14478764478766
2018-12-23,5.0679536679536685,88.50772200772201
2018-12-30,4.127413127413128,87.27992277992279
2019-01-06,3.018532818532819,78.21428571428571
2019-01-13,2.5457528957528957,82.69691119691119
2019-01-20,2.737644787644787,82.60617760617761
2019-01-27,1.2621621621621621,82.3976833976834
2019-02-03,2.9953667953667953,84.7876447876448
2019-02-10,5.273745173745174,80.06756756756758
2019-02-17,5.288610038610039,76.52316602316603
2019-02-24,5.818146718146719,72.06177606177606
2019-03-03,7.502316602316602,71.29536679536679
2019-03-10,9.161389961389961,72.26061776061776
2019-03-17,8.20096525096525,70.08108108108108
2019-03-24,8.826061776061776,69.81274131274131
2019-03-31,9.1,66.53474903474903
2019-04-07,9.68841698841699,65.57722007722008
2019-04-14,8.205019305019304,69.20463320463321
2019-04-21,12.17934362934363,62.067567567567565
2019-04-28,13.942084942084943,65.76640926640927
2019-05-05,11.88976833976834,68.3030888030888
2019-05-12,12.3496138996139,67.63320463320464
2019-05-19,14.052123552123552,68.94208494208495
2019-05-26,16.219111969111967,70.34555984555985
2019-06-02,18.165830115830115,66.23552123552123
2019-06-09,19.739189189189194,64.35328185328186
2019-06-16,20.75772200772201,64.1949806949807
2019-06-23,21.88320463320463,62.22972972972973
2019-06-30,25.144208494208495,53.46718146718147
2019-07-07,21.844787644787647,55.8011583011583
2019-07-14,20.413513513513514,61.91891891891892
2019-07-21,21.882046332046333,59.53281853281853
2019-07-28,25.08262548262548,55.66023166023166
2019-08-04,22.222586872586874,64.44980694980696
2019-08-11,22.86833976833977,61.34555984555984
2019-08-18,21.203861003861,61.53088803088803
2019-08-25,22.081467181467183,58.754826254826256
2019-09-01,23.717567567567567,59.24131274131275
2019-09-08,18.683783783783785,61.27413127413127
2019-09-15,18.367953667953667,64.47297297297298
2019-09-22,16.4484555984556,65.52316602316603
2019-09-29,16.873552123552123,76.15250965250966
2019-10-06,14.386679536679537,73.65637065637065
2019-10-13,14.713127413127413,73.8880308880309
2019-10-20,14.465057915057915,80.78571428571429
2019-10-27,13.576061776061778,82.82432432432434
2019-11-03,10.075482625482625,83.80308880308881
2019-11-10,9.735907335907337,83.07335907335907
2019-11-17,7.827606177606178,85.74903474903475
2019-11-24,7.251930501930501,85.85907335907336
2019-12-01,7.557915057915058,87.7953667953668
2019-12-08,4.878571428571429,86.12162162162163
2019-12-15,5.744594594594594,84.1949806949807
2019-12-22,8.677220077220078,85.53474903474903
2019-12-29,5.254440154440155,84.54247104247104
2020-01-05,3.416988416988417,82.23166023166024
2020-01-12,5.036293436293436,82.73552123552123
2020-01-19,5.333397683397684,82.69884169884169
2020-01-26,3.0610038610038615,84.66023166023167
2020-02-02,7.922007722007722,85.14864864864865
2020-02-09,5.598069498069498,79.36679536679537
2020-02-16,7.20926640926641,76.80308880308881
2020-02-23,7.536486486486488,75.16988416988417
2020-03-01,7.250965250965251,74.91119691119691
2020-03-08,7.441312741312741,79.08494208494209
2020-03-15,9.295559845559847,72.2104247104247
2020-03-22,8.445366795366796,71.4073359073359
2020-03-29,6.165250965250965,58.1042471042471
2020-04-05,6.9011583011583015,64.25482625482626
2020-04-12,12.91969111969112,61.077220077220076
2020-04-19,11.462934362934362,63.09073359073359
2020-04-26,13.272779922779922,58.3938223938224
2020-05-03,13.744208494208495,70.3069498069498
2020-05-10,14.56930501930502,65.18532818532819
2020-05-17,13.3503861003861,61.610038610038615
2020-05-24,16.981467181467185,62.11389961389961
2020-05-31,16.90965250965251,60.21621621621622
2020-06-07,17.346332046332044,63.627413127413135
2020-06-14,18.173552123552124,70.37837837837837
2020-06-21,19.647490347490344,69.88610038610038
2020-06-28,22.723745173745176,59.98648648648649
2020-07-05,22.08725868725869,62.22586872586872
2020-07-12,20.683976833976836,60.92084942084942
2020-07-19,20.977027027027027,61.52316602316602
2020-07-26,22.105019305019308,56.077220077220076
2020-08-02,23.970077220077222,53.027027027027025
2020-08-09,24.76988416988417,50.5984555984556
2020-08-16,24.595366795366797,57.102316602316606
2020-08-23,23.244787644787646,60.78378378378379
2020-08-30,20.587644787644788,64.82625482625483
2020-09-06,18.64034749034749,68.37451737451737
2020-09-13,19.62625482625483,64.73745173745174
2020-09-20,20.021428571428572,62.08108108108108
2020-09-27,16.402702702702705,72.3880308880309
2020-10-04,14.842084942084941,76.65057915057915
2020-10-11,14.178764478764478,78.20270270270271
2020-10-18,10.634555984555984,78.64864864864865
2020-10-25,12.822972972972975,80.93050193050193
2020-11-01,11.755405405405407,85.38223938223939
2020-11-08,10.18803088803089,85.41119691119691
2020-11-15,9.913127413127414,86.96332046332046
2020-11-22,8.63976833976834,81.011583011583
2020-11-29,5.494980694980695,88.34169884169884
2020-12-06,4.592664092664093,84.011583011583
2020-12-13,4.20019305019305,88.04054054054053
2020-12-20,6.281853281853282,90.21042471042472
2020-12-27,5.926061776061776,87.14671814671816
2021-01-03,4.342567567567568,86.75675675675676
